	fname	Emotion_pos_mean	Emotion_neg_mean	Emotion_pos_series	Emotion_neg_series	fname	Char_pos_mean	Char_neg_mean	Char_pos_series	Char_neg_series	fname	Body_pos_mean	Body_neg_mean	Body_pos_series	Body_neg_series	fname	Attraction_mean	Attraction_series	fname	ME_series	ME_long	fname	HE_series	fname	CO_series
Bevor alles vorbei ist$Isabel Maron$Siliva Gold$Bastei$9783751753418.txt	Bevor alles vorbei ist$Isabel Maron$Siliva Gold$Bastei$9783751753418.txt§emotions_dataset.tsv	0.016184971098265895	0.025433526011560695	[0.8, 0.2, 0.8, 0.4, 0.2, 0.6, 0.4, 0.2, 0.0, 0.2, 0.4, 0.0, 0.4, 0.2, 0.2, 0.4, 0.0, 0.0, 0.0, 0.25]	[1.4, 0.2, 0.2, 2.2, 0.4, 0.4, 0.4, 0.8, 0.0, 0.2, 0.4, 0.0, 0.0, 0.0, 0.2, 0.8, 1.0, 0.0, 0.0, 0.25]	Bevor alles vorbei ist$Isabel Maron$Siliva Gold$Bastei$9783751753418.txt§character_dataset.tsv	0.005202312138728324	0.017919075144508672	[0.0, 0.0, 0.4, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.25]	[0.2, 0.4, 0.4, 2.2, 0.0, 1.0, 0.4, 0.2, 0.2, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.2, 0.0, 0.25]	Bevor alles vorbei ist$Isabel Maron$Siliva Gold$Bastei$9783751753418.txt§body_dataset.tsv	0.02485549132947977	0.002890173410404624	[0.0, 0.0, 0.0, 2.0, 0.6, 0.6, 1.0, 0.2, 0.2, 0.2, 1.0, 0.0, 0.4, 0.0, 0.8, 0.4, 0.0, 0.6, 0.2, 0.5]	[0.0, 0.0, 0.0, 0.4, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]	Bevor alles vorbei ist$Isabel Maron$Siliva Gold$Bastei$9783751753418.txt§attraction_dataset.tsv	0.02601156069364162	[0.2, 0.2, 1.0, 0.6, 0.2, 0.6, 0.4, 0.0, 0.0, 0.0, 1.2, 0.2, 0.0, 0.2, 1.0, 1.2, 0.6, 0.0, 0.2, 1.5]	Bevor alles vorbei ist$Isabel Maron$Siliva Gold$Bastei$9783751753418.txt§ME.tsv	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]	3	Bevor alles vorbei ist$Isabel Maron$Siliva Gold$Bastei$9783751753418.txt§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	Bevor alles vorbei ist$Isabel Maron$Siliva Gold$Bastei$9783751753418.txt§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
k00300001143	k00300001143§emotions_dataset.tsv	0.0329756608217744	0.008636482596179012	[0.0, 0.8, 1.8, 0.6, 1.2, 0.6, 2.2, 4.2, 2.2, 2.0, 0.0, 1.0, 0.2, 0.0, 0.8, 2.2, 0.6, 0.25, 1.75, 4.0]	[0.0, 0.0, 1.0, 0.2, 0.4, 0.0, 0.4, 0.0, 0.4, 0.6, 0.0, 0.6, 0.0, 0.0, 0.2, 0.2, 0.8, 0.25, 1.25, 0.75]	k00300001143§character_dataset.tsv	0.009159905783826224	0.004449097095001309	[0.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.6, 1.4, 0.6, 0.6, 0.0, 0.0, 0.0, 0.0, 0.4, 0.6, 0.0, 0.0, 0.75, 0.5]	[0.2, 0.0, 0.8, 0.2, 0.2, 0.0, 0.2, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.4, 0.2, 0.5, 0.25, 0.0]	k00300001143§body_dataset.tsv	0.04972520282648522	0.0015702695629416384	[0.2, 1.0, 3.2, 1.0, 1.6, 1.6, 8.4, 6.4, 1.8, 3.8, 0.2, 1.2, 0.6, 0.0, 0.2, 3.6, 0.2, 0.25, 2.5, 1.0]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25]	k00300001143§attraction_dataset.tsv	0.13347291285003926	[0.4, 2.2, 6.0, 2.8, 4.4, 2.4, 21.4, 16.4, 7.8, 10.2, 0.8, 4.8, 1.8, 0.0, 1.0, 9.6, 3.0, 0.75, 4.75, 3.25]	k00300001143§ME.tsv	[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]	3	k00300001143§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300001143§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
k00300002779	k00300002779§emotions_dataset.tsv	0.019825535289452814	0.013217023526301877	[0.0, 0.75, 0.5, 0.25, 1.25, 1.0, 0.25, 0.5, 2.75, 0.25, 0.25, 3.0, 1.75, 0.0, 0.3333333333333333, 0.3333333333333333, 1.3333333333333333, 3.6666666666666665, 2.0, 0.6666666666666666]	[0.0, 0.75, 2.25, 0.5, 2.25, 0.25, 0.0, 0.25, 1.75, 0.0, 1.0, 0.5, 2.25, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0]	k00300002779§character_dataset.tsv	0.008723235527359239	0.003965107057890563	[0.5, 0.25, 0.5, 0.5, 1.75, 0.0, 0.0, 0.25, 1.75, 0.0, 0.25, 1.0, 0.25, 0.0, 0.0, 0.0, 0.3333333333333333, 1.3333333333333333, 0.0, 0.0]	[0.25, 0.5, 1.0, 0.25, 0.5, 0.0, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]	k00300002779§body_dataset.tsv	0.02141157811260904	0.0031720856463124504	[0.25, 1.0, 2.25, 1.5, 6.25, 0.0, 0.5, 0.25, 1.25, 0.0, 1.0, 0.75, 1.0, 0.25, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 3.6666666666666665, 0.3333333333333333, 0.0]	[0.0, 0.25, 1.0, 0.0, 0.25, 0.25, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0]	k00300002779§attraction_dataset.tsv	0.048109965635738834	[0.0, 1.0, 2.25, 1.75, 10.0, 2.5, 0.75, 2.0, 5.0, 0.5, 1.5, 1.75, 4.75, 1.0, 0.3333333333333333, 1.0, 2.3333333333333335, 7.666666666666667, 2.6666666666666665, 0.3333333333333333]	k00300002779§ME.tsv	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0]	3	k00300002779§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	k00300002779§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
k00300000019	k00300000019§emotions_dataset.tsv	0.027401129943502824	0.029661016949152543	[1.0, 0.25, 0.0, 0.0, 3.75, 0.25, 0.25, 1.25, 1.5, 0.5, 2.0, 2.25, 0.25, 0.25, 5.0, 0.0, 1.25, 0.0, 0.75, 5.0]	[4.5, 0.25, 0.75, 0.0, 4.0, 0.5, 1.0, 0.25, 1.25, 1.5, 0.5, 4.0, 0.75, 0.25, 3.75, 0.25, 1.25, 0.25, 0.5, 1.0]	k00300000019§character_dataset.tsv	0.010451977401129943	0.02344632768361582	[0.75, 0.25, 0.0, 0.0, 0.5, 0.75, 0.25, 0.25, 0.25, 0.25, 1.0, 1.25, 0.0, 0.25, 2.5, 0.5, 0.5, 0.0, 0.0, 0.0]	[3.75, 0.0, 0.25, 0.5, 3.75, 1.5, 0.0, 1.75, 1.0, 0.0, 0.25, 2.25, 0.0, 0.75, 2.5, 0.0, 1.5, 0.0, 0.75, 0.3333333333333333]	k00300000019§body_dataset.tsv	0.06610169491525424	0.009322033898305085	[6.25, 0.25, 0.0, 0.5, 7.75, 1.25, 1.0, 1.5, 7.5, 1.25, 5.25, 5.75, 0.0, 1.5, 14.75, 0.5, 1.5, 0.0, 0.0, 2.6666666666666665]	[1.0, 0.25, 0.0, 0.0, 1.5, 0.0, 1.0, 0.5, 0.25, 0.0, 0.0, 1.25, 0.0, 0.25, 1.25, 0.0, 0.25, 0.0, 0.5, 0.3333333333333333]	k00300000019§attraction_dataset.tsv	0.13926553672316383	[14.5, 0.25, 0.25, 1.25, 18.75, 3.25, 1.25, 2.25, 12.75, 5.25, 10.75, 12.0, 1.5, 2.0, 28.25, 0.5, 4.75, 0.0, 0.25, 4.666666666666667]	k00300000019§ME.tsv	[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]	3	k00300000019§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300000019§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
k00300002487	k00300002487§emotions_dataset.tsv	0.02067247820672478	0.014445828144458281	[0.3333333333333333, 0.0, 1.5, 1.5, 2.5, 0.5, 0.5, 0.0, 1.5, 1.5, 2.5, 4.0, 4.0, 2.0, 4.5, 3.5, 2.0, 2.0, 1.5, 5.5]	[0.3333333333333333, 1.0, 3.0, 1.0, 1.5, 1.0, 0.5, 0.0, 2.0, 1.5, 0.0, 2.5, 3.0, 0.0, 5.0, 2.0, 1.5, 0.5, 2.0, 0.5]	k00300002487§character_dataset.tsv	0.012204234122042341	0.005479452054794521	[0.3333333333333333, 0.0, 1.0, 0.5, 4.5, 0.5, 0.5, 0.0, 2.0, 0.5, 0.5, 3.5, 1.0, 4.0, 3.0, 0.0, 0.5, 1.5, 0.0, 0.5]	[0.0, 0.0, 2.0, 0.5, 2.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 1.5, 0.5, 0.5, 0.0, 0.0]	k00300002487§body_dataset.tsv	0.04682440846824409	0.00224159402241594	[0.6666666666666666, 3.0, 5.0, 1.5, 13.5, 4.5, 2.5, 1.5, 10.0, 4.0, 9.5, 10.5, 3.5, 4.0, 13.5, 0.0, 0.0, 1.0, 0.5, 5.0]	[0.3333333333333333, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]	k00300002487§attraction_dataset.tsv	0.11257783312577833	[1.3333333333333333, 4.0, 13.5, 5.0, 25.0, 7.5, 5.0, 4.0, 23.5, 13.0, 20.5, 29.5, 8.0, 9.5, 29.0, 2.5, 5.0, 2.0, 4.5, 13.0]	k00300002487§ME.tsv	[1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]	4	k00300002487§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	k00300002487§CO.tsv	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300000045	k00300000045§emotions_dataset.tsv	0.031746031746031744	0.02295918367346939	[1.3333333333333333, 1.3333333333333333, 2.3333333333333335, 1.3333333333333333, 0.6666666666666666, 3.0, 4.0, 0.0, 0.6666666666666666, 4.5, 2.0, 0.0, 8.0, 2.0, 2.5, 1.5, 0.5, 3.0, 2.0, 8.0]	[0.0, 2.6666666666666665, 5.666666666666667, 0.6666666666666666, 1.0, 5.666666666666667, 3.6666666666666665, 0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 4.0, 0.5, 3.5]	k00300000045§character_dataset.tsv	0.01417233560090703	0.016439909297052153	[0.0, 0.3333333333333333, 1.6666666666666667, 0.0, 0.3333333333333333, 1.0, 3.0, 0.3333333333333333, 0.3333333333333333, 5.0, 0.5, 0.5, 3.5, 1.0, 2.0, 0.5, 0.5, 0.0, 0.0, 1.0]	[0.0, 4.0, 5.0, 0.0, 0.6666666666666666, 3.3333333333333335, 2.6666666666666665, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.5, 0.0, 0.0, 0.5, 2.5, 0.5]	k00300000045§body_dataset.tsv	0.05810657596371882	0.007936507936507936	[0.3333333333333333, 5.333333333333333, 8.333333333333334, 0.3333333333333333, 1.0, 5.0, 7.666666666666667, 1.3333333333333333, 2.6666666666666665, 23.5, 1.0, 3.5, 15.0, 2.0, 2.0, 2.0, 0.0, 1.5, 0.0, 4.0]	[0.3333333333333333, 1.6666666666666667, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.6666666666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.5, 1.5, 0.5]	k00300000045§attraction_dataset.tsv	0.1235827664399093	[1.6666666666666667, 8.333333333333334, 16.666666666666668, 1.6666666666666667, 1.3333333333333333, 13.0, 15.0, 3.6666666666666665, 4.333333333333333, 46.5, 3.0, 5.5, 37.0, 4.5, 5.5, 2.5, 1.0, 4.5, 0.5, 9.0]	k00300000045§ME.tsv	[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]	1	k00300000045§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	k00300000045§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
k00300002618	k00300002618§emotions_dataset.tsv	0.025717379534380077	0.01813752030319437	[5.0, 1.0, 1.6666666666666667, 3.6666666666666665, 1.6666666666666667, 1.0, 0.6666666666666666, 0.0, 0.0, 2.5, 3.0, 3.0, 4.0, 1.5, 0.0, 4.5, 3.5, 0.0, 0.5, 3.0]	[3.3333333333333335, 1.3333333333333333, 3.0, 2.0, 0.3333333333333333, 0.3333333333333333, 1.3333333333333333, 1.0, 0.6666666666666666, 1.5, 1.0, 4.5, 1.0, 0.5, 0.0, 1.5, 0.5, 0.0, 2.5, 0.5]	k00300002618§character_dataset.tsv	0.01245262587980509	0.007579859231185706	[2.0, 0.0, 1.6666666666666667, 3.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5, 1.0, 2.0, 3.0, 0.0, 0.5, 0.0, 2.5, 0.5, 0.5, 0.5]	[2.0, 0.0, 2.6666666666666665, 1.6666666666666667, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 0.3333333333333333, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5]	k00300002618§body_dataset.tsv	0.03654574986464537	0.0027070925825663237	[6.0, 0.3333333333333333, 4.333333333333333, 13.333333333333334, 0.0, 1.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 1.5, 5.5, 6.0, 0.0, 0.0, 11.0, 2.5, 0.0, 0.0, 2.0]	[0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]	k00300002618§attraction_dataset.tsv	0.08906334596643205	[10.333333333333334, 1.6666666666666667, 8.0, 23.333333333333332, 3.3333333333333335, 3.6666666666666665, 3.3333333333333335, 0.0, 0.0, 2.0, 3.5, 10.5, 16.0, 4.5, 2.5, 24.5, 9.5, 3.0, 0.5, 7.5]	k00300002618§ME.tsv	[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]	2	k00300002618§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300002618§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
k00300002541	k00300002541§emotions_dataset.tsv	0.0196078431372549	0.013616557734204794	[1.6666666666666667, 0.3333333333333333, 1.3333333333333333, 1.5, 2.0, 0.0, 1.0, 0.0, 0.5, 1.5, 2.0, 0.5, 5.0, 0.5, 1.0, 0.0, 1.5, 5.0, 2.5, 6.5]	[1.0, 1.3333333333333333, 2.3333333333333335, 1.0, 0.0, 0.5, 0.0, 0.0, 2.5, 0.5, 1.0, 1.0, 0.0, 0.5, 0.5, 0.0, 2.5, 3.5, 1.0, 3.5]	k00300002541§character_dataset.tsv	0.011437908496732025	0.00789760348583878	[0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 1.5, 1.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 6.5, 0.0, 0.0, 0.0, 3.5, 2.0, 0.0, 2.5]	[2.3333333333333335, 0.3333333333333333, 1.3333333333333333, 1.5, 0.0, 0.0, 0.0, 0.5, 2.0, 0.5, 2.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	k00300002541§body_dataset.tsv	0.05473856209150327	0.0027233115468409588	[4.333333333333333, 3.6666666666666665, 1.0, 3.5, 4.5, 1.0, 3.0, 1.0, 12.0, 0.5, 10.0, 2.5, 25.0, 0.5, 0.5, 0.0, 9.0, 8.0, 2.0, 4.0]	[0.0, 0.3333333333333333, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0]	k00300002541§attraction_dataset.tsv	0.10484749455337691	[3.6666666666666665, 4.0, 0.6666666666666666, 4.0, 7.0, 2.0, 3.0, 2.0, 26.5, 5.0, 20.5, 4.0, 50.0, 3.5, 0.0, 3.0, 22.0, 17.5, 4.0, 6.0]	k00300002541§ME.tsv	[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0]	4	k00300002541§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300002541§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
k00300000057	k00300000057§emotions_dataset.tsv	0.02047244094488189	0.013648293963254593	[0.0, 0.0, 0.0, 0.5, 0.25, 0.75, 1.75, 0.0, 0.75, 1.5, 0.25, 2.0, 0.25, 1.25, 1.25, 0.25, 3.0, 1.0, 1.0, 3.75]	[0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 1.25, 0.0, 1.5, 1.0, 0.0, 2.75, 0.25, 1.5, 0.0, 0.75, 0.25, 0.75, 1.75, 0.75]	k00300000057§character_dataset.tsv	0.006036745406824147	0.0034120734908136482	[0.0, 0.0, 0.0, 0.0, 0.75, 0.25, 0.0, 0.25, 0.5, 0.5, 0.0, 1.25, 0.25, 0.5, 0.25, 0.5, 0.5, 0.25, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]	k00300000057§body_dataset.tsv	0.03727034120734908	0.001837270341207349	[0.0, 0.0, 0.0, 2.75, 0.5, 1.5, 2.5, 0.25, 4.5, 2.5, 0.0, 4.25, 3.25, 2.75, 2.25, 1.25, 3.5, 1.25, 0.25, 2.25]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0]	k00300000057§attraction_dataset.tsv	0.05984251968503937	[0.0, 0.0, 0.0, 3.25, 1.0, 2.75, 4.25, 0.0, 4.5, 5.5, 0.0, 6.75, 6.0, 1.0, 5.0, 2.75, 8.75, 1.5, 0.75, 3.25]	k00300000057§ME.tsv	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]	2	k00300000057§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	k00300000057§CO.tsv	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Sagenhaft sexy$Stephanie Bond, Leslie Kelly, Michelle Rowen$Baccara$Cora$[tiffany] Tiffany Valentinsband 0001.txt	Sagenhaft sexy$Stephanie Bond, Leslie Kelly, Michelle Rowen$Baccara$Cora$[tiffany] Tiffany Valentinsband 0001.txt§emotions_dataset.tsv	0.02379841343910406	0.006999533364442371	[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 4.0, 2.0, 0.0, 0.5, 1.5, 0.0, 0.5, 5.0, 0.0, 2.5, 0.5, 1.5, 1.5, 4.5]	[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 3.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5]	Sagenhaft sexy$Stephanie Bond, Leslie Kelly, Michelle Rowen$Baccara$Cora$[tiffany] Tiffany Valentinsband 0001.txt§character_dataset.tsv	0.013532431171255249	0.006999533364442371	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 3.0, 0.0, 2.0, 0.5, 0.5, 0.0, 5.0]	[0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 3.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 2.0]	Sagenhaft sexy$Stephanie Bond, Leslie Kelly, Michelle Rowen$Baccara$Cora$[tiffany] Tiffany Valentinsband 0001.txt§body_dataset.tsv	0.055062995800279985	0.003733084461035931	[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 2.6666666666666665, 10.0, 7.0, 0.5, 5.0, 1.0, 0.0, 0.0, 18.0, 0.5, 1.0, 1.0, 1.0, 3.0, 6.5]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5]	Sagenhaft sexy$Stephanie Bond, Leslie Kelly, Michelle Rowen$Baccara$Cora$[tiffany] Tiffany Valentinsband 0001.txt§attraction_dataset.tsv	0.11712552496500234	[0.0, 0.6666666666666666, 0.3333333333333333, 1.0, 0.0, 4.333333333333333, 20.0, 6.5, 1.5, 7.0, 2.0, 0.0, 0.0, 43.0, 2.0, 5.5, 3.5, 2.0, 7.0, 16.0]	Sagenhaft sexy$Stephanie Bond, Leslie Kelly, Michelle Rowen$Baccara$Cora$[tiffany] Tiffany Valentinsband 0001.txt§ME.tsv	[0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]	2	Sagenhaft sexy$Stephanie Bond, Leslie Kelly, Michelle Rowen$Baccara$Cora$[tiffany] Tiffany Valentinsband 0001.txt§HE.tsv	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Sagenhaft sexy$Stephanie Bond, Leslie Kelly, Michelle Rowen$Baccara$Cora$[tiffany] Tiffany Valentinsband 0001.txt§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
k00300002299	k00300002299§emotions_dataset.tsv	0.01729957805907173	0.012236286919831224	[0.0, 2.6666666666666665, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 2.0, 0.0, 1.6666666666666667, 0.6666666666666666, 0.6666666666666666, 0.0, 0.5, 0.0, 0.0, 1.0, 1.0, 3.0, 0.5, 1.5]	[0.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 2.3333333333333335, 0.0, 1.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.5, 0.0, 1.5, 2.0, 1.0, 0.0, 0.5]	k00300002299§character_dataset.tsv	0.0016877637130801688	0.008860759493670886	[0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.3333333333333333, 2.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	k00300002299§body_dataset.tsv	0.007594936708860759	0.002531645569620253	[0.0, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.5, 0.0, 0.0, 0.0, 2.5, 0.0, 0.5, 0.5, 0.5]	[0.0, 1.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	k00300002299§attraction_dataset.tsv	0.016877637130801686	[0.3333333333333333, 4.666666666666667, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.5, 2.5, 0.5, 1.0]	k00300002299§ME.tsv	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]	4	k00300002299§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	k00300002299§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
